FISCAL_YEAR,ATS SYSTEM CODE,LOCATION_CODE,LOCATION_NAME,BEDS NUMBER,MANAGED_BY_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_TEXT,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,PRINCIPAL_TITLE,PRINCIPAL_PHONE_NUMBER,FAX_NUMBER,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,COMMUNITY_SCHOOL_SUP_NAME,FIELD_SUPPORT_CENTER_NAME,FIELD_SUPPORT_CENTER_LEADER_NAME,SCHOOL_SUPPORT_TEAM_NAME,SCHOOL_SUPPORT_TEAM_LEADER_NAME,HIGHSCHOOL_NETWORK_LOCATION_CODE,HIGHSCHOOL_NETWORK_NAME,HIGHSCHOOL_NETWORK_SUPERINTENDENT,Location 1
2013,27Q042      ,Q042,P.S./M.S 042 R. Vernam,342700010042,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",07/01/1925 12:00:00 AM,Open,Q042,488 BEACH  66 STREET,NY,1041237,155884,414,31,96400,4160390014,QN12,Hammels-Arverne-Edgemere                                                   ,Patricia Finn,PRINCIPAL,718-634-7914,718-474-7591,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"488 BEACH 66 STREET
QUEENS, NY 11692
(40.594358, -73.794804)"
2013,27Q043      ,Q043,P.S. 043,342700010043,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1996 12:00:00 AM,Open,Q043,160 BEACH  29 STREET,NY,1050602,155588,414,31,99802,4158200001,QN15,Far Rockaway-Bayswater                                                     ,Gary Fairweather,I.A. PRINCIPAL,718-327-5860,718-327-6925,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"160 BEACH 29 STREET
QUEENS, NY 11691
(40.59348, -73.761086)"
2013,27Q045      ,Q045,P.S. 045 Clarence Witherspoon,342700010045,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05,06",07/01/1914 12:00:00 AM,Open,Q045,126-28 150 STREET,NY,1042818,184128,412,28,78800,4121040001,QN76,Baisley Park                                                               ,Samantha Severin,PRINCIPAL,718-529-1885,718-322-8287,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"126-28 150 STREET
QUEENS, NY 11436
(40.671871, -73.788866)"
2013,27Q047      ,Q047,P.S. 047 Chris Galas,342700010047,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08,SE",07/01/1957 12:00:00 AM,Open,Q047,9 POWER ROAD,NY,1033928,160283,414,32,107201,4153130485,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,Ann Moynagh,I.A. PRINCIPAL,718-634-7167,718-945-5394,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9 POWER ROAD
QUEENS, NY 11693
(40.606476, -73.821089)"
2013,27Q051      ,Q051,P.S. 051,342700010051,DOE,General Academic,Early Childhood,"PK,0K,01,SE","PK,0K,01",07/01/1996 12:00:00 AM,Open,Q051,87-45 117 STREET,NY,1030964,193726,409,29,12200,4093270026,QN54,Richmond Hill                                                              ,Magdaly Saint-Juste,PRINCIPAL,718-850-0738,718-850-0830,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"87-45 117 STREET
QUEENS, NY 11418
(40.698286, -73.831532)"
2013,27Q053      ,Q053,M.S. 053 Brian Piccolo,342700010053,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1973 12:00:00 AM,Open,Q053,10-45 NAMEOKE STREET,NY,1053700,159436,414,31,103202,4155570025,QN15,Far Rockaway-Bayswater                                                     ,Shawn Rux,PRINCIPAL,718-471-6900,718-471-6955,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10-45 NAMEOKE STREET
QUEENS, NY 11691
(40.604019, -73.749891)"
2013,27Q056      ,Q056,P.S. 056 Harry Eichler,342700010056,DOE,General Academic,Elementary,"02,03,04,05,SE","02,03,04,05",07/01/1896 12:00:00 AM,Open,Q056,86-10 114 STREET,NY,1029798,193980,409,32,13000,4092260057,QN54,Richmond Hill                                                              ,ANN LEITER,PRINCIPAL,718-441-4448,718-805-1538,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"86-10 114 STREET
QUEENS, NY 11418
(40.698989, -73.835735)"
2013,27Q060      ,Q060,P.S. 060 Woodhaven,342700010060,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1966 12:00:00 AM,Open,Q060,91-02 88 AVENUE,NY,1025073,191231,409,32,1800,4089290058,QN53,Woodhaven                                                                  ,FRANK DESARIO,PRINCIPAL,718-441-5046,718-805-1487,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"91-02 88 AVENUE
QUEENS, NY 11421
(40.691467, -73.852792)"
2013,27Q062      ,Q062,P. S. 62 - Chester Park School,342700010062,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1955 12:00:00 AM,Open,Q062,97-25 108 STREET,NY,1029852,190107,409,28,11000,4094100001,QN54,Richmond Hill                                                              ,Angela O'Dowd,PRINCIPAL,718-286-4460,718-286-4465,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"97-25 108 STREET
QUEENS, NY 11419
(40.688359, -73.835567)"
2013,27Q063      ,Q063,P.S. 063 Old South,342700010063,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1927 12:00:00 AM,Open,Q063,90-15 SUTTER AVENUE,NY,1026745,185955,410,32,5400,4091550025,QN56,Ozone Park                                                                 ,Diane Marino Coleman,PRINCIPAL,718-845-7560,718-845-7269,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"90-15 SUTTER AVENUE
QUEENS, NY 11417
(40.676978, -73.846796)"
2013,27Q064      ,Q064,P.S. 064 Joseph P. Addabbo,342700010064,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1940 12:00:00 AM,Open,Q064,82-01 101 AVENUE,NY,1023924,187744,409,32,4200,4090530014,QN53,Woodhaven                                                                  ,Nina Auster,PRINCIPAL,718-845-8290,718-848-0052,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"82-01 101 AVENUE
QUEENS, NY 11416
(40.681901, -73.856956)"
2013,27Q065      ,Q065,P.S. 65 - The Raymond York Elementary School,342700010065,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1999 12:00:00 AM,Open,Q884,103-22 99 STREET,NY,1028162,187894,410,32,4002,4091210011,QN56,Ozone Park                                                                 ,Rafael Morales,PRINCIPAL,718-323-1685,718-323-1785,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"103-22 99 STREET
QUEENS, NY 11417
(40.682293, -73.841675)"
2013,27Q066      ,Q066,P.S. 066 Jacqueline Kennedy Onassis,342700010066,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1898 12:00:00 AM,Open,Q066,85-11 102 STREET,NY,1026915,193593,409,32,2400,4091830001,QN54,Richmond Hill                                                              ,PHYLLIS LEINWAND,PRINCIPAL,718-849-0184,718-846-6889,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"85-11 102 STREET
QUEENS, NY 11418
(40.697941, -73.846135)"
2013,27Q090      ,Q090,P.S. 090 Horace Mann,342700010090,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1909 12:00:00 AM,Open,Q090,86-50 109 STREET,NY,1028751,193127,409,32,12800,4092040028,QN54,Richmond Hill                                                              ,ADRIENNE UBERTINI,PRINCIPAL,718-847-3370,718-847-2965,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"86-50 109 STREET
QUEENS, NY 11418
(40.696653, -73.839517)"
2013,27Q096      ,Q096,P.S. 096,342700010096,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1915 12:00:00 AM,Open,Q096,130-01 ROCKAWAY BOULEVARD,NY,1037472,185390,410,28,18000,4116940027,QN55,South Ozone Park                                                           ,Joyce Walker,PRINCIPAL,718-529-2547,718-659-0113,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"130-01 ROCKAWAY BOULEVARD
QUEENS, NY 11420
(40.675369, -73.808128)"
2013,27Q097      ,Q097,P.S. 097 Forest Park,342700010097,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1916 12:00:00 AM,Open,Q097,85-52 85 STREET,NY,1023064,192235,409,32,1200,4088550020,QN53,Woodhaven                                                                  ,Marilyn Custodio,PRINCIPAL,718-849-4870,718-849-5356,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"85-52 85 STREET
QUEENS, NY 11421
(40.694232, -73.860031)"
2013,27Q100      ,Q100,P.S. 100 Glen Morris,342700010100,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1930 12:00:00 AM,Open,Q100,111-11 118 STREET,NY,1033747,186958,410,28,10200,4116230001,QN55,South Ozone Park                                                           ,Laureen Fromberg,PRINCIPAL,718-843-8390,718-641-2474,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"111-11 118 STREET
QUEENS, NY 11420
(40.679694, -73.821545)"
2013,27Q104      ,Q104,P.S. 104 The Bays Water,342700010104,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",07/01/1938 12:00:00 AM,Open,Q104,26-01 MOTT AVENUE,NY,1049606,160876,414,31,100801,4156930001,QN15,Far Rockaway-Bayswater                                                     ,Katie Grady,PRINCIPAL,718-327-1910,718-337-2146,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26-01 MOTT AVENUE
QUEENS, NY 11691
(40.608002, -73.764621)"
2013,27Q105      ,Q105,P.S. 105 The Bay School,342700010105,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1958 12:00:00 AM,Open,Q105,420 BEACH  51 STREET,NY,1045080,156459,414,31,97203,4159740003,QN12,Hammels-Arverne-Edgemere                                                   ,LAURIE SHAPIRO,PRINCIPAL,718-474-8615,718-474-8841,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"420 BEACH 51 STREET
QUEENS, NY 11691
(40.595911, -73.780961)"
2013,27Q106      ,Q106,P.S. 106,342700010106,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1931 12:00:00 AM,Open,Q106,180 BEACH  35 STREET,NY,1049001,156042,414,31,99200,4158610035,QN12,Hammels-Arverne-Edgemere                                                   ,MARCELLA SILLS,PRINCIPAL,718-327-5828,718-327-5956,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"180 BEACH 35 STREET
QUEENS, NY 11691
(40.594738, -73.766846)"
2013,27Q108      ,Q108,P.S. 108 Captain Vincent G. Fowler,342700010108,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1925 12:00:00 AM,Open,Q108,108-10 109 AVENUE,NY,1031118,186730,410,28,9600,4114750011,QN55,South Ozone Park                                                           ,MARIE BIONDOLLILO,PRINCIPAL,718-558-2700,718-558-2701,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"108-10 109 AVENUE
QUEENS, NY 11420
(40.679083, -73.831025)"
2013,27Q114      ,Q114,P.S. / M.S. 114 Belle Harbor,342700010114,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1926 12:00:00 AM,Open,Q114,134-01 CRONSTON AVENUE,NY,1024706,149728,414,32,92800,4162570001,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,Stephen P. Grill,PRINCIPAL,718-634-3382,718-945-4510,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"134-01 CRONSTON AVENUE
QUEENS, NY 11694
(40.577552, -73.854364)"
2013,27Q123      ,Q123,P.S. 123,342700010123,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1928 12:00:00 AM,Open,Q123,145-01 119 AVENUE,NY,1040952,186689,412,28,18402,4120190010,QN76,Baisley Park                                                               ,Cynthia Sumay-Eaton,PRINCIPAL,718-529-4300,718-529-4290,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"145-01 119 AVENUE
QUEENS, NY 11436
(40.678913, -73.795571)"
2013,27Q124      ,Q124,P.S. 124 Osmond A Church,342700010124,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE",0K,07/01/1927 12:00:00 AM,Open,Q124,129-15 150 AVENUE,NY,1036609,181854,410,28,84602,4118820001,QN55,South Ozone Park                                                           ,VALARIE LEWIS,PRINCIPAL,718-529-2580,718-322-4039,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"129-15 150 AVENUE
QUEENS, NY 11420
(40.665669, -73.811266)"
2013,27Q137      ,Q137,M.S. 137 America's School of Heroes,342700010137,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/2002 12:00:00 AM,Open,Q137,109-15 98 STREET,NY,1028802,186372,410,32,8600,4091720001,QN56,Ozone Park                                                                 ,LAURA MASTROGIOVANNI,PRINCIPAL,718-659-0471,718-659-4594,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"109-15 98 STREET
QUEENS, NY 11417
(40.678112, -73.839377)"
2013,27Q146      ,Q146,P.S. 146 Howard Beach,342700010146,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1936 12:00:00 AM,Open,Q146,98-01 159 AVENUE,NY,1030057,179969,410,32,88400,4141680016,QN57,Lindenwood-Howard Beach                                                    ,JAMES MCKEON,PRINCIPAL,718-843-4880,718-641-0901,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"98-01 159 AVENUE
QUEENS, NY 11414
(40.660531, -73.834896)"
2013,27Q155      ,Q155,P.S. 155,342700010155,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1931 12:00:00 AM,Open,Q155,130-02 115 AVENUE,NY,1036931,186750,410,28,17600,4116730001,QN55,South Ozone Park                                                           ,Gregory Jacobs,I.A. PRINCIPAL,718-529-0767,718-529-0773,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"130-02 115 AVENUE
QUEENS, NY 11420
(40.679105, -73.810067)"
2013,27Q183      ,Q183,P.S. 183 Dr. Richard R. Green,342700010183,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1962 12:00:00 AM,Open,Q183,2-45 BEACH  79 STREET,NY,1038169,154005,414,31,94202,4161120001,QN12,Hammels-Arverne-Edgemere                                                   ,RENEE PEART,PRINCIPAL,718-634-9459,718-634-9458,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2-45 BEACH 79 STREET
QUEENS, NY 11693
(40.58922, -73.805866)"
2013,27Q197      ,Q197,P.S. 197 The Ocean School,342700010197,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",07/01/1963 12:00:00 AM,Open,Q197,825 HICKSVILLE ROAD,NY,1055305,157854,414,31,101002,4155970001,QN15,Far Rockaway-Bayswater                                                     ,Christina Villavicencio,PRINCIPAL,718-327-1083,718-327-3518,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"825 HICKSVILLE ROAD
QUEENS, NY 11691
(40.599664, -73.744128)"
2013,27Q202      ,Q202,J.H.S. 202 Robert H. Goddard,342700010202,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1964 12:00:00 AM,Open,Q202,138-30 LAFAYETTE STREET,NY,1026972,183743,410,32,5800,4114030001,QN56,Ozone Park                                                                 ,WILLIAM FITZGERALD,PRINCIPAL,718-848-0001,718-848-8082,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"138-30 LAFAYETTE STREET
QUEENS, NY 11417
(40.670905, -73.845992)"
2013,27Q207      ,Q207,P.S. 207 Rockwood Park,342700010207,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",07/01/1965 12:00:00 AM,Open,Q207,159-15 88 STREET,NY,1027566,178946,410,32,89200,4140090060,QN57,Lindenwood-Howard Beach                                                    ,LINDA SPADARO,PRINCIPAL,718-848-2700,718-848-4226,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"159-15 88 STREET
QUEENS, NY 11414
(40.657736, -73.843881)"
2013,27Q210      ,Q210,J.H.S. 210 Elizabeth Blackwell,342700010210,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1967 12:00:00 AM,Open,Q210,93-11 101 AVENUE,NY,1026508,188790,409,32,3800,4090670001,QN53,Woodhaven                                                                  ,Rosalyn Allman-Manning,PRINCIPAL,718-845-5942,718-845-4037,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"93-11 101 AVENUE
QUEENS, NY 11416
(40.68476, -73.847633)"
2013,27Q215      ,Q215,P.S. 215 Lucretia Mott,342700010215,DOE,General Academic,Elementary,"03,04,05,SE",,07/01/1953 12:00:00 AM,Open,Q215,535 BRIAR PLACE,NY,1051290,157771,414,31,99801,4157720031,QN15,Far Rockaway-Bayswater                                                     ,SUSAN RIPPE HOFMANN,PRINCIPAL,718-327-7928,718-327-7804,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"535 BRIAR PLACE
QUEENS, NY 11691
(40.599467, -73.758587)"
2013,27Q223      ,Q223,P.S. 223 Lyndon B. Johnson,342700010223,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1974 12:00:00 AM,Open,Q223,125-20 SUTPHIN BOULEVARD,NY,1042632,184866,412,28,18401,4120510020,QN76,Baisley Park                                                               ,DEBORAH OTTO,PRINCIPAL,718-322-9012,718-925-9020,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"125-20 SUTPHIN BOULEVARD
QUEENS, NY 11434
(40.673898, -73.78953)"
2013,27Q226      ,Q226,J.H.S. 226 Virgil I. Grissom,342700010226,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1975 12:00:00 AM,Open,Q226,121-10 ROCKAWAY BOULEVARD,NY,1035086,185258,410,28,84000,4117140100,QN55,South Ozone Park                                                           ,Rushell White,PRINCIPAL,718-843-2260,718-835-6317,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"121-10 ROCKAWAY BOULEVARD
QUEENS, NY 11420
(40.675021, -73.81673)"
2013,27Q232      ,Q232,P.S. 232 Lindenwood,342700010232,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",07/01/1962 12:00:00 AM,Open,Q232,153-23 83 STREET,NY,1025691,181738,410,32,6202,4114450001,QN57,Lindenwood-Howard Beach                                                    ,LISA JOSEPHSON,PRINCIPAL,718-848-9247,718-738-8505,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"153-23 83 STREET
QUEENS, NY 11414
(40.665408, -73.850622)"
2013,27Q253      ,Q253,P.S. 253,342700010253,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/2004 12:00:00 AM,Open,Q253,1307 CENTRAL AVENUE,NY,1054000,160613,414,31,103202,4155410001,QN15,Far Rockaway-Bayswater                                                     ,ROBIN JOHNSON,PRINCIPAL,718-327-0895,718-327-3964,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1307 CENTRAL AVENUE
QUEENS, NY 11691
(40.607247, -73.748799)"
2013,27Q254      ,Q254,P.S. 254 - The Rosa Parks School,342700010254,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/2004 12:00:00 AM,Open,Q254,84-40 101 STREET,NY,1026430,193322,409,32,2400,4091770023,QN54,Richmond Hill                                                              ,NAOMI DROUILLARD,PRINCIPAL,718-846-1840,718-846-7404,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"84-40 101 STREET
QUEENS, NY 11418
(40.6972, -73.847886)"
2013,27Q260      ,Q260,Frederick Douglass Academy VI High School,342700011260,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",09/08/2004 12:00:00 AM,Open,Q465,8-21 BAY 25 STREET,NY,1049786,158521,414,31,100802,4157360001,QN15,Far Rockaway-Bayswater                                                     ,LINDA ALFRED,PRINCIPAL,718-471-2154,718-471-2890,27,NULL,COMMUNITY SCHOOL DISTRICT 27,NULL,NULL,NULL,NULL,NULL,HS05,HS Network 05,"MATHESON, TAMIKA","8-21 BAY 25 STREET
QUEENS, NY 11691
(40.601537, -73.763995)"
2013,27Q262      ,Q262,Channel View School for Research,342700011262,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",09/08/2004 12:00:00 AM,Open,Q410,100-00 BEACH CHANNEL DRIVE,NY,1032769,152825,414,32,93800,4161670099,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,Patricia J. Tubridy,PRINCIPAL,718-634-1970,718-634-2896,27,NULL,COMMUNITY SCHOOL DISTRICT 27,NULL,NULL,NULL,NULL,NULL,HS05,HS Network 05,"MATHESON, TAMIKA","100-00 BEACH CHANNEL DRIVE
QUEENS, NY 11694
(40.586012, -73.825317)"
2013,27Q273      ,Q273,P.S. 273,342700010273,DOE,General Academic,Elementary,"PK,0K,01,02,SE","0K,01,02,03,04,05",07/01/2010 12:00:00 AM,Open,Q273,88-07 102ND STREET,NY,1027417,192017,409,32,2800,4092880101,QN54,Richmond Hill                                                              ,Brenda Ward,PRINCIPAL,718-286-8300,NULL,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"88-07 102ND STREET
QUEENS, NY 11418
(40.693613, -73.844335)"
2013,27Q282      ,Q282,Knowledge and Power Preparatory Academy VI,342700010282,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/2006 12:00:00 AM,Open,Q465,8-21 BAY 25 STREET,NY,1049786,158521,414,31,100802,4157360001,QN15,Far Rockaway-Bayswater                                                     ,Gary Dumornay,PRINCIPAL,718-471-6934,718-471-6938,27,NULL,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8-21 BAY 25 STREET
QUEENS, NY 11691
(40.601537, -73.763995)"
2013,27Q302      ,Q302,"Queens High School for Information, Research, and",342700011302,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/2008 12:00:00 AM,Open,Q465,8-21 BAY 25 STREET,NY,1049786,158521,414,31,100802,4157360001,QN15,Far Rockaway-Bayswater                                                     ,MAGALY HICKS,PRINCIPAL,718-868-2978,718-868-1653,27,NULL,COMMUNITY SCHOOL DISTRICT 27,NULL,NULL,NULL,NULL,NULL,HS05,HS Network 05,"MATHESON, TAMIKA","8-21 BAY 25 STREET
QUEENS, NY 11691
(40.601537, -73.763995)"
